Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
Audi,A6,2015,Universal,111111.0,2000.0,Diesel,Automatic,21500.0,7,15873.0
Toyota,Avensis,2007,Universal,220000.0,2000.0,Diesel,Manual,7800.0,15,14666.666666666666
Mercedes,Viano,2005,Universal,574000.0,2200.0,Diesel,Automatic,6700.0,17,33764.705882352944
Mercedes,C Class,2013,Universal,163583.0,2200.0,Diesel,Automatic,11700.0,9,18175.88888888889
Toyota,Avensis,2015,Universal,147000.0,2000.0,Diesel,Manual,13250.0,7,21000.0
Dacia,Logan Mcv,2010,Universal,280000.0,1400.0,Metan/Propan,Manual,2700.0,12,23333.333333333332
Moskvich / Izh,Altele,2001,Minivan,60518.0,1800.0,Petrol,Manual,1500.0,21,2881.809523809524
Mercedes,C Class,2003,Sedan,210000.0,1800.0,Petrol,Automatic,5000.0,19,11052.631578947368
Mercedes,C Class,2003,Sedan,199500.0,1800.0,Petrol,Automatic,5000.0,19,10500.0
Ford,Mondeo,1994,Hatchback,284000.0,1800.0,Petrol,Automatic,650.0,28,10142.857142857143
Dacia,Logan Mcv,2011,Universal,270000.0,1600.0,Metan/Propan,Manual,2500.0,11,24545.454545454544
Opel,Rare,1991,Hatchback,80090.0,1400.0,Petrol,Manual,850.0,31,2583.548387096774
Suzuki,Rare,1995,Sedan,90000.0,1300.0,Petrol,Automatic,1200.0,27,3333.3333333333335
Renault,Rare,2017,SUV,164000.0,1995.0,Diesel,Automatic,14899.0,5,32800.0
Toyota,Avensis,2005,Universal,227000.0,200.0,Diesel,Manual,5700.0,17,13352.941176470587
Opel,Vectra,1993,Sedan,28494.0,1600.0,Metan/Propan,Manual,800.0,29,982.551724137931
Toyota,Auris,2016,Hatchback,135000.0,1400.0,Diesel,Manual,9500.0,6,22500.0
Mercedes,Vito,1999,Microvan,325123.0,2200.0,Diesel,Manual,3250.0,23,14135.782608695652
Volkswagen,Transporter,1997,Minivan,275055.0,2400.0,Diesel,Manual,3650.0,25,11002.2
KIA,Optima,2021,Sedan,2000.0,1598.0,Petrol,Automatic,23599.0,1,2000.0
Volkswagen,Polo,2015,Hatchback,16300.0,1000.0,Petrol,Manual,6999.0,7,2328.5714285714284
Opel,Insignia,2014,Sedan,106500.0,2000.0,Diesel,Automatic,12200.0,8,13312.5
Mazda,323,1996,Hatchback,347000.0,1324.0,Petrol,Manual,1350.0,26,13346.153846153846
Land Rover,Rare,2018,SUV,60000.0,2000.0,Petrol,Automatic,29900.0,4,15000.0
Honda,Rare,2020,Hatchback,89776.0,1500.0,Hybrid,Automatic,12890.0,2,44888.0
Honda,CR-V,2020,Crossover,1321.0,2000.0,Hybrid,Automatic,23800.0,2,660.5
Audi,Rare,2020,Crossover,24523.0,2000.0,Petrol,Automatic,22900.0,2,12261.5
Toyota,Rare,2020,Crossover,3586.0,2500.0,Hybrid,Automatic,23300.0,2,1793.0
Opel,Astra,2013,Hatchback,111123.0,1400.0,Petrol,Manual,6750.0,9,12347.0
Opel,Corsa,2002,Coupe,311000.0,1000.0,Petrol,Manual,1900.0,20,15550.0
BMW,X5,2017,SUV,25700.0,2500.0,Diesel,Automatic,41500.0,5,5140.0
Vaz,Rare,1974,Sedan,250000.0,1200.0,Petrol,Manual,16000.0,48,5208.333333333333
Mercedes,Rare,1988,Sedan,230000.0,1800.0,Petrol,Manual,1500.0,34,6764.705882352941
Hyundai,Accent,2019,Sedan,13000.0,1368.0,Petrol,Automatic,11500.0,3,4333.333333333333
Fiat,Rare,2008,Universal,128259.0,1300.0,Diesel,Manual,3600.0,14,9161.357142857143
Toyota,Land Cruiser,2011,SUV,187000.0,4500.0,Diesel,Automatic,27000.0,11,17000.0
Volkswagen,Caddy,2003,Minivan,187000.0,1900.0,Diesel,Manual,2400.0,19,9842.105263157895
Volvo,XC60,2010,SUV,140000.0,2400.0,Diesel,Automatic,11500.0,12,11666.666666666666
Audi,A6,2007,Sedan,120000.0,2000.0,Petrol,Manual,5999.0,15,8000.0
Volkswagen,Touareg,2012,SUV,88000.0,3000.0,Diesel,Automatic,17999.0,10,8800.0
BMW,5 Series,2011,Sedan,180000.0,2000.0,Diesel,Automatic,11500.0,11,16363.636363636364
Volkswagen,Passat,2006,Sedan,267000.0,2000.0,Diesel,Manual,5700.0,16,16687.5
Honda,Rare,2009,Microvan,200000.0,1400.0,Petrol,Manual,5500.0,13,15384.615384615385
Dacia,Lodgy,2016,Minivan,118000.0,1461.0,Diesel,Manual,7000.0,6,19666.666666666668
Renault,Grand Scenic,2012,Universal,224000.0,1500.0,Diesel,Manual,7000.0,10,22400.0
Volkswagen,Tiguan,2009,Crossover,123500.0,2000.0,Petrol,Automatic,9850.0,13,9500.0
Volkswagen,Passat,2012,Sedan,240000.0,1400.0,Metan/Propan,Automatic,8800.0,10,24000.0
Toyota,Rav 4,2020,SUV,17000.0,2000.0,Petrol,Automatic,25450.0,2,8500.0
BMW,7 Series,2014,Sedan,91500.0,2996.0,Petrol,Automatic,29999.0,8,11437.5
Skoda,Fabia,2005,Combi,240000.0,1400.0,Diesel,Manual,3800.0,17,14117.64705882353
Opel,Vectra,1995,Sedan,293568.0,200.0,Petrol,Manual,700.0,27,10872.888888888889
Skoda,Superb,2011,Sedan,190000.0,1968.0,Diesel,Manual,9800.0,11,17272.727272727272
Skoda,Superb,2018,Sedan,83386.0,1598.0,Diesel,Manual,18900.0,4,20846.5
Skoda,Superb,2019,Sedan,45430.0,1968.0,Diesel,Automatic,25500.0,3,15143.333333333334
Mercedes,Rare,2006,SUV,133000.0,4966.0,Petrol,Automatic,12500.0,16,8312.5
Hyundai,Rare,2017,Sedan,93000.0,1600.0,Petrol,Automatic,11999.0,5,18600.0
Mercedes,Rare,2001,SUV,37000.0,4966.0,Petrol,Automatic,11000.0,21,1761.904761904762
Mercedes,E Class,2012,Sedan,275500.0,2200.0,Diesel,Automatic,15999.0,10,27550.0
Mercedes,E Class,2002,Sedan,292202.0,2200.0,Diesel,Manual,5800.0,20,14610.1
Opel,Astra,2012,Universal,176000.0,1300.0,Diesel,Manual,5800.0,10,17600.0
BMW,3 Series,2001,Universal,230000.0,2000.0,Diesel,Manual,1700.0,21,10952.380952380952
BMW,3 Series,2001,Universal,30000.0,2000.0,Diesel,Automatic,1700.0,21,1428.5714285714287
Mercedes,Vito,2004,Minivan,335000.0,2200.0,Diesel,Manual,5500.0,18,18611.11111111111
Renault,Megane,2011,Universal,220000.0,1500.0,Diesel,Manual,4850.0,11,20000.0
Audi,A5,2015,Sedan,218000.0,2000.0,Diesel,Automatic,13800.0,7,31142.85714285714
Renault,Grand Scenic,2006,Minivan,150000.0,1500.0,Diesel,Manual,3700.0,16,9375.0
KIA,Sportage,2016,Crossover,107000.0,1700.0,Diesel,Automatic,16950.0,6,17833.333333333332
Opel,Astra,2005,Hatchback,174000.0,1400.0,Petrol,Manual,3600.0,17,10235.29411764706
BMW,3 Series,1998,Sedan,3333.0,1900.0,Petrol,Manual,3600.0,24,138.875
Dacia,Duster,2011,SUV,180563.0,1500.0,Diesel,Manual,7700.0,11,16414.81818181818
Skoda,Fabia,2010,Hatchback,170000.0,1200.0,Petrol,Manual,3950.0,12,14166.666666666666
Audi,80,1991,Sedan,33000.0,1800.0,Petrol,Manual,1800.0,31,1064.516129032258
BMW,Rare,2010,Universal,232000.0,2000.0,Diesel,Manual,10999.0,12,19333.333333333332
Peugeot,Rare,2013,Sedan,200000.0,1199.0,Petrol,Manual,5700.0,9,22222.222222222223
Skoda,Fabia,2011,Universal,249000.0,1200.0,Diesel,Manual,4900.0,11,22636.363636363636
Renault,Scenic,2005,Universal,214567.0,1500.0,Diesel,Manual,2200.0,17,12621.588235294117
Hyundai,Matrix,2006,Hatchback,250333.0,1500.0,Diesel,Manual,2450.0,16,15645.8125
Dacia,Logan Mcv,2011,Universal,214567.0,1500.0,Diesel,Manual,3200.0,11,19506.090909090908
Volkswagen,Golf,2000,Hatchback,214567.0,1900.0,Diesel,Manual,2999.0,22,9753.045454545454
Hyundai,Tucson,2014,SUV,97000.0,2000.0,Petrol,Automatic,13399.0,8,12125.0
Rare,Rare,2016,Sedan,55000.0,2000.0,Petrol,Automatic,19888.0,6,9166.666666666666
Volkswagen,Golf,2011,Universal,181000.0,1390.0,Petrol,Automatic,6500.0,11,16454.545454545456
Mercedes,GLE,2020,SUV,7000.0,2000.0,Diesel,Automatic,77999.0,2,3500.0
Chevrolet,Rare,2018,Sedan,51000.0,1400.0,Petrol,Automatic,9499.0,4,12750.0
Audi,Q7,2017,SUV,82000.0,2000.0,Petrol,Automatic,40999.0,5,16400.0
Mercedes,Rare,2012,SUV,177000.0,4663.0,Petrol,Automatic,33999.0,10,17700.0
Skoda,Superb,2011,Minivan,231000.0,1800.0,Petrol,Automatic,7999.0,11,21000.0
Porsche,Cayenne,2018,SUV,96000.0,2900.0,Petrol,Automatic,75999.0,4,24000.0
BMW,X6,2010,SUV,271000.0,3000.0,Diesel,Automatic,26999.0,12,22583.333333333332
Peugeot,Rare,2009,Hatchback,137000.0,1398.0,Petrol,Automatic,4000.0,13,10538.461538461539
Audi,A4,2007,Universal,309000.0,1986.0,Diesel,Manual,4000.0,15,20600.0
Toyota,Rav 4,2003,Crossover,231000.0,200.0,Petrol,Automatic,5000.0,19,12157.894736842105
Dacia,Logan Mcv,2014,Universal,156000.0,1500.0,Diesel,Manual,5650.0,8,19500.0
Dacia,Logan,2012,Universal,164000.0,1500.0,Diesel,Manual,5150.0,10,16400.0
BMW,X5,2001,Crossover,180000.0,3000.0,Petrol,Automatic,5400.0,21,8571.42857142857
Skoda,Fabia,2006,Sedan,119119.0,1600.0,Metan/Propan,Manual,1950.0,16,7444.9375
Volkswagen,Transporter,2009,Universal,190533.0,2000.0,Diesel,Manual,4500.0,13,14656.384615384615
Vaz,Rare,1998,Hatchback,85551.0,1500.0,Petrol,Manual,1100.0,24,3564.625
Hyundai,Rare,2018,Hatchback,89000.0,1600.0,Petrol,Automatic,16800.0,4,22250.0
KIA,Optima,2020,Hatchback,16000.0,1999.0,Petrol,Automatic,25299.0,2,8000.0
Hyundai,Santa FE,2018,SUV,46000.0,1995.0,Diesel,Automatic,25899.0,4,11500.0
KIA,Optima,2020,Hatchback,19000.0,1598.0,Petrol,Automatic,23199.0,2,9500.0
Renault,Rare,2017,SUV,150000.0,1995.0,Diesel,Automatic,14499.0,5,30000.0
Hyundai,Altele,2019,SUV,60000.0,2199.0,Diesel,Automatic,34599.0,3,20000.0
KIA,Rare,2021,Minivan,100.0,2151.0,Diesel,Automatic,41099.0,1,100.0
KIA,Rare,2015,Minivan,133000.0,2199.0,Diesel,Automatic,16699.0,7,19000.0
KIA,Rare,2015,Minivan,133000.0,2199.0,Diesel,Automatic,17699.0,7,19000.0
Hyundai,Rare,2021,SUV,5000.0,2497.0,Petrol,Automatic,57099.0,1,5000.0
Hyundai,Rare,2021,SUV,2000.0,2199.0,Diesel,Automatic,51299.0,1,2000.0
KIA,Rare,2016,Minivan,125000.0,2199.0,Diesel,Automatic,18099.0,6,20833.333333333332
KIA,Rare,2016,Minivan,149000.0,2199.0,Diesel,Automatic,18099.0,6,24833.333333333332
KIA,Sportage,2016,Crossover,157000.0,1685.0,Diesel,Automatic,14899.0,6,26166.666666666668
Hyundai,Santa FE,2016,SUV,146000.0,1995.0,Diesel,Automatic,17299.0,6,24333.333333333332
KIA,Rare,2021,Minivan,800.0,2151.0,Diesel,Automatic,39399.0,1,800.0
Hyundai,Rare,2018,Sedan,98000.0,2199.0,Diesel,Automatic,25299.0,4,24500.0
Ssangyong,Rare,2017,SUV,108000.0,2157.0,Diesel,Automatic,21699.0,5,21600.0
KIA,Altele,2020,SUV,17000.0,2959.0,Diesel,Automatic,45899.0,2,8500.0
Hyundai,Altele,2019,SUV,46000.0,2199.0,Diesel,Automatic,34899.0,3,15333.333333333334
Hyundai,Rare,2017,Crossover,90000.0,1582.0,Diesel,Automatic,16399.0,5,18000.0
KIA,Sportage,2015,Crossover,100000.0,1685.0,Diesel,Automatic,14499.0,7,14285.714285714286
Hyundai,Tucson,2017,Crossover,151000.0,1995.0,Diesel,Automatic,17299.0,5,30200.0
KIA,Sorento,2017,SUV,110000.0,1995.0,Diesel,Automatic,19499.0,5,22000.0
Hyundai,Rare,2017,Sedan,142000.0,2199.0,Diesel,Automatic,18499.0,5,28400.0
Hyundai,Rare,2015,Sedan,141000.0,2359.0,Hybrid,Automatic,15999.0,7,20142.85714285714
KIA,Optima,2020,Sedan,5000.0,1999.0,Petrol,Automatic,21999.0,2,2500.0
Renault,Clio,2002,Hatchback,267000.0,1600.0,Petrol,Manual,1999.0,20,13350.0
BMW,7 Series,2006,Sedan,197000.0,4000.0,Metan/Propan,Automatic,10000.0,16,12312.5
BMW,X5,2016,SUV,141000.0,2000.0,Hybrid,Automatic,31500.0,6,23500.0
BMW,5 Series,1995,Sedan,300000.0,1800.0,Petrol,Manual,1400.0,27,11111.111111111111
BMW,5 Series,2002,Sedan,264000.0,2000.0,Metan/Propan,Manual,3700.0,20,13200.0
BMW,3 Series,2011,Universal,190000.0,2000.0,Diesel,Automatic,9000.0,11,17272.727272727272
BMW,3 Series,2005,Sedan,249000.0,2000.0,Diesel,Manual,8050.0,17,14647.058823529413
BMW,X3,2012,Crossover,290000.0,1995.0,Diesel,Automatic,14300.0,10,29000.0
Daewoo,Rare,2009,Sedan,63000.0,1500.0,Petrol,Manual,2000.0,13,4846.153846153846
Honda,CR-V,2010,Crossover,202202.0,2200.0,Diesel,Automatic,12000.0,12,16850.166666666668
Renault,Scenic,2017,Crossover,147000.0,1500.0,Diesel,Manual,10800.0,5,29400.0
Volvo,XC90,2005,SUV,259000.0,2400.0,Diesel,Automatic,6999.0,17,15235.29411764706
Toyota,Rav 4,2013,SUV,159000.0,2200.0,Diesel,Manual,14200.0,9,17666.666666666668
Dacia,Sandero,2011,Hatchback,117000.0,1400.0,Metan/Propan,Manual,3499.0,11,10636.363636363636
Opel,Meriva,2011,Hatchback,179000.0,1300.0,Diesel,Manual,4950.0,11,16272.727272727272
Opel,Astra,2012,Universal,179000.0,1300.0,Diesel,Manual,6300.0,10,17900.0
Land Rover,Range Rover,2011,SUV,230000.0,3600.0,Diesel,Automatic,23000.0,11,20909.090909090908
Toyota,Land Cruiser,2008,SUV,160000.0,4700.0,Petrol,Automatic,22000.0,14,11428.57142857143
Nissan,Qashqai,2009,Crossover,210000.0,1500.0,Diesel,Manual,6200.0,13,16153.846153846154
Hyundai,Rare,2013,Sedan,53000.0,1600.0,Petrol,Automatic,9180.0,9,5888.888888888889
Toyota,Land Cruiser Prado,2011,SUV,3009.0,3000.0,Diesel,Automatic,21988.0,11,273.54545454545456
Volkswagen,Jetta,1989,Hatchback,390000.0,1800.0,Petrol,Manual,800.0,33,11818.181818181818
Skoda,Rapid,2015,Universal,208000.0,1400.0,Diesel,Automatic,8800.0,7,29714.285714285714
Volvo,XC90,2005,Crossover,123486.0,2400.0,Diesel,Automatic,7000.0,17,7263.882352941177
Volkswagen,Transporter,2002,Microvan,357000.0,250.0,Diesel,Manual,4600.0,20,17850.0
Peugeot,Rare,2008,Sedan,260000.0,2000.0,Diesel,Automatic,5650.0,14,18571.428571428572
Ford,Fusion,2013,Sedan,114000.0,2500.0,Petrol,Automatic,7200.0,9,12666.666666666666
Toyota,Avensis,2000,Sedan,126456.0,2000.0,Petrol,Manual,2200.0,22,5748.0
Dacia,Logan,2007,Sedan,190000.0,1400.0,Petrol,Manual,1900.0,15,12666.666666666666
Ford,Focus,2013,Universal,177000.0,1000.0,Petrol,Manual,5600.0,9,19666.666666666668
BMW,3 Series,2006,Sedan,200000.0,200.0,Petrol,Manual,5700.0,16,12500.0
Dacia,Logan,2012,Universal,150000.0,1500.0,Diesel,Manual,7500.0,10,15000.0
Nissan,Qashqai,2010,Crossover,159000.0,1461.0,Diesel,Manual,8200.0,12,13250.0
Mercedes,Rare,2004,Coupe,386501.0,2700.0,Diesel,Automatic,12450.0,18,21472.277777777777
Toyota,Prius,2016,Hatchback,115000.0,1800.0,Hybrid,Automatic,12150.0,6,19166.666666666668
Nissan,X-Trail,2015,Crossover,130000.0,2498.0,Petrol,Automatic,13200.0,7,18571.428571428572
KIA,Rare,2017,Microvan,81000.0,2200.0,Diesel,Automatic,24450.0,5,16200.0
Volkswagen,Tiguan,2013,Crossover,73000.0,2000.0,Petrol,Automatic,14200.0,9,8111.111111111111
Volkswagen,Golf,2003,Hatchback,230000.0,1600.0,Petrol,Automatic,3800.0,19,12105.263157894737
Toyota,Camry,2006,Sedan,200000.0,2400.0,Metan/Propan,Automatic,6800.0,16,12500.0
Peugeot,206,2003,Minivan,300000.0,1400.0,Petrol,Manual,1200.0,19,15789.473684210527
Renault,Clio,2012,Universal,190000.0,1500.0,Diesel,Manual,4950.0,10,19000.0
Rare,3,2008,Sedan,126000.0,1800.0,Petrol,Manual,2800.0,14,9000.0
Renault,Megane,2017,Universal,154000.0,1500.0,Diesel,Automatic,11500.0,5,30800.0
Ford,Rare,1998,Minivan,250000.0,1998.0,Metan/Propan,Manual,2500.0,24,10416.666666666666
Hyundai,Santa FE,2014,Crossover,147801.0,2200.0,Diesel,Automatic,21000.0,8,18475.125
Mini,Rare,2014,Coupe,90000.0,1998.0,Petrol,Automatic,13450.0,8,11250.0
KIA,Rio,2003,Hatchback,270000.0,1300.0,Metan/Propan,Manual,1500.0,19,14210.526315789473
Porsche,Cayenne,2012,SUV,146000.0,3000.0,Diesel,Automatic,34500.0,10,14600.0
BMW,5 Series,1994,Universal,350000.0,1991.0,Petrol,Manual,3000.0,28,12500.0
Renault,Megane,2005,Universal,210000.0,1500.0,Diesel,Manual,3500.0,17,12352.941176470587
Toyota,Auris,2015,Universal,112000.0,1500.0,Diesel,Manual,9300.0,7,16000.0
Renault,Laguna,1996,Universal,390000.0,1800.0,Petrol,Manual,700.0,26,15000.0
Mercedes,M Class,2009,SUV,310000.0,2987.0,Diesel,Automatic,18000.0,13,23846.153846153848
Opel,Rare,2012,Hatchback,111111.0,1400.0,Plug-in Hybrid,Automatic,12500.0,10,11111.1
Toyota,Auris,2014,Universal,169000.0,1400.0,Diesel,Manual,7800.0,8,21125.0
Toyota,Avensis,2008,Universal,270000.0,2200.0,Diesel,Manual,7800.0,14,19285.714285714286
Toyota,C-HR,2017,SUV,129523.0,1800.0,Hybrid,Automatic,16500.0,5,25904.6
Toyota,Rare,2000,Minivan,270000.0,2400.0,Metan/Propan,Manual,3800.0,22,12272.727272727272
Mercedes,GLC,2016,Crossover,179000.0,2200.0,Diesel,Automatic,28800.0,6,29833.333333333332
Mercedes,E Class,2003,Sedan,310000.0,2200.0,Diesel,Automatic,3250.0,19,16315.78947368421
Mercedes,E Class,2014,Sedan,227000.0,2200.0,Diesel,Automatic,16500.0,8,28375.0
Mercedes,E Class,2011,Sedan,222222.0,1800.0,Petrol,Automatic,11888.0,11,20202.0
Hyundai,Santa FE,2012,Crossover,205000.0,2199.0,Diesel,Automatic,16500.0,10,20500.0
Renault,Megane,2005,Universal,224000.0,1500.0,Diesel,Manual,3250.0,17,13176.470588235294
Opel,Astra,2001,Universal,235000.0,1600.0,Petrol,Manual,2950.0,21,11190.47619047619
Volkswagen,Touareg,2004,SUV,250000.0,2500.0,Diesel,Automatic,6500.0,18,13888.888888888889
Renault,Rare,2010,Sedan,1234.0,1500.0,Diesel,Manual,4200.0,12,102.83333333333333
Volkswagen,Golf,2011,Universal,220100.0,1400.0,Petrol,Manual,6999.0,11,20009.090909090908
Seat,Ibiza,2012,Universal,203000.0,1200.0,Diesel,Manual,4750.0,10,20300.0
Mercedes,E Class,1993,Sedan,123456.0,2000.0,Metan/Propan,Automatic,2000.0,29,4257.103448275862
Toyota,Corolla Verso,2004,Minivan,160000.0,1600.0,Petrol,Manual,5950.0,18,8888.888888888889
Mercedes,C Class,2001,Sedan,225000.0,2600.0,Petrol,Automatic,4200.0,21,10714.285714285714
Dacia,Duster,2020,Crossover,13000.0,1500.0,Diesel,Manual,15000.0,2,6500.0
Alfa Romeo,Rare,2006,Sedan,210000.0,1900.0,Petrol,Manual,4990.0,16,13125.0
Opel,Astra,2011,Universal,200000.0,1300.0,Diesel,Manual,5500.0,11,18181.81818181818
Toyota,Camry,2020,Sedan,14500.0,2497.0,Hybrid,Automatic,25499.0,2,7250.0
Toyota,C-HR,2018,Crossover,127000.0,1800.0,Hybrid,Automatic,16990.0,4,31750.0
Toyota,Avensis,2012,Sedan,197000.0,1800.0,Petrol,Manual,8990.0,10,19700.0
Renault,Rare,2018,SUV,124500.0,1600.0,Diesel,Manual,18950.0,4,31125.0
Ford,Kuga,2018,SUV,115700.0,1500.0,Diesel,Automatic,16500.0,4,28925.0
Mitsubishi,Rare,1999,Minivan,224000.0,2400.0,Petrol,Manual,2950.0,23,9739.130434782608
Citroen,Berlingo,2011,Minivan,250000.0,1600.0,Metan/Propan,Manual,5200.0,11,22727.272727272728
Ford,Rare,1997,Universal,500000.0,1400.0,Petrol,Manual,1000.0,25,20000.0
Mercedes,M Class,2012,SUV,153000.0,2168.0,Diesel,Automatic,24600.0,10,15300.0
Toyota,Corolla,2005,Universal,300000.0,1400.0,Diesel,Manual,4950.0,17,17647.058823529413
Mercedes,C Class,2017,Sedan,99324.0,1600.0,Diesel,Manual,19500.0,5,19864.8
Audi,A6,2017,Sedan,92121.0,2000.0,Petrol,Automatic,20500.0,5,18424.2
Mercedes,Vito,2011,Microvan,289000.0,2200.0,Diesel,Manual,8800.0,11,26272.727272727272
Toyota,Prius,2012,Hatchback,181000.0,1800.0,Hybrid,Automatic,8999.0,10,18100.0
Mercedes,E Class,2007,Sedan,236485.0,280.0,Diesel,Automatic,3500.0,15,15765.666666666666
Subaru,Rare,2015,Crossover,168000.0,2000.0,Hybrid,Automatic,10800.0,7,24000.0
Rare,Rare,2018,Sedan,50000.0,1500.0,Metan/Propan,Manual,7777.0,4,12500.0
Audi,A6,2015,Sedan,90000.0,2000.0,Petrol,Automatic,19300.0,7,12857.142857142857
Land Rover,Freelander,2005,Crossover,99000.0,1780.0,Petrol,Manual,5350.0,17,5823.529411764706
Opel,Astra,2006,Universal,230000.0,1300.0,Diesel,Manual,4500.0,16,14375.0
Volkswagen,Passat,2013,Sedan,189000.0,1400.0,Petrol,Automatic,8900.0,9,21000.0
Mercedes,Vito,2005,Minivan,293000.0,2200.0,Diesel,Manual,10500.0,17,17235.29411764706
Hyundai,Rare,1998,Universal,350000.0,2500.0,Diesel,Manual,2700.0,24,14583.333333333334
Volkswagen,Polo,1995,Hatchback,245000.0,1300.0,Petrol,Manual,1850.0,27,9074.074074074075
KIA,Ceed,2008,Hatchback,134600.0,1591.0,Petrol,Automatic,4402.0,14,9614.285714285714
Toyota,Corolla,2013,Sedan,180000.0,1600.0,Petrol,Automatic,7699.0,9,20000.0
Volkswagen,Golf,2014,Hatchback,116000.0,1200.0,Petrol,Automatic,9500.0,8,14500.0
Seat,Rare,2007,Combi,198427.0,2000.0,Diesel,Automatic,7150.0,15,13228.466666666667
Rare,Rare,2002,SUV,14000.0,4200.0,Metan/Propan,Automatic,12300.0,20,700.0
Chrysler,Rare,1996,Minivan,190000.0,3000.0,Metan/Propan,Automatic,3000.0,26,7307.692307692308
Opel,Astra,2011,Universal,160000.0,1300.0,Diesel,Manual,6500.0,11,14545.454545454546
Toyota,Avalon,2003,Sedan,10000.0,3000.0,Petrol,Automatic,8200.0,19,526.3157894736842
Porsche,Cayenne,2006,Crossover,200000.0,4500.0,Metan/Propan,Automatic,12500.0,16,12500.0
Infiniti,Rare,2003,Crossover,178000.0,4500.0,Petrol,Automatic,13800.0,19,9368.421052631578
Volkswagen,Touareg,2015,SUV,145300.0,2967.0,Diesel,Automatic,35500.0,7,20757.14285714286
Toyota,Land Cruiser Prado,2010,SUV,187000.0,2998.0,Diesel,Automatic,27000.0,12,15583.333333333334
Toyota,Avensis,2004,Sedan,280000.0,2000.0,Diesel,Manual,7000.0,18,15555.555555555555
Nissan,Rare,2008,Sedan,185000.0,1800.0,Diesel,Manual,3000.0,14,13214.285714285714
Skoda,Octavia,2006,Sedan,185546.0,1600.0,Metan/Propan,Manual,1999.0,16,11596.625
Opel,Astra,2013,Universal,196186.0,1300.0,Diesel,Manual,4300.0,9,21798.444444444445
Nissan,Rare,2013,Pickup,240000.0,2500.0,Diesel,Manual,16300.0,9,26666.666666666668
Toyota,Camry,2008,Sedan,213000.0,2400.0,Metan/Propan,Automatic,8000.0,14,15214.285714285714
BMW,5 Series,1994,Sedan,248300.0,2000.0,Petrol,Manual,2250.0,28,8867.857142857143
Volkswagen,Touareg,2005,SUV,242400.0,2500.0,Diesel,Manual,7700.0,17,14258.823529411764
Opel,Astra,2004,Universal,340000.0,1600.0,Metan/Propan,Manual,3200.0,18,18888.88888888889
Renault,Kangoo,2013,Minivan,173000.0,1500.0,Diesel,Manual,7800.0,9,19222.222222222223
Renault,Megane,2014,Universal,190000.0,1500.0,Diesel,Manual,7300.0,8,23750.0
Nissan,Qashqai+2,2011,Crossover,140000.0,1500.0,Diesel,Manual,8750.0,11,12727.272727272728
Rare,Rare,1993,Universal,10000.0,2400.0,Metan/Propan,Manual,1600.0,29,344.82758620689657
BMW,5 Series,2005,Sedan,235000.0,530.0,Diesel,Manual,6500.0,17,13823.529411764706
Renault,Megane,2013,Universal,245000.0,1500.0,Diesel,Manual,6950.0,9,27222.222222222223
Chevrolet,Aveo,2011,Sedan,186179.0,1200.0,Petrol,Manual,3500.0,11,16925.363636363636
Nissan,Qashqai+2,2009,Crossover,180000.0,1600.0,Diesel,Manual,8150.0,13,13846.153846153846
Mercedes,B Class,2006,Hatchback,230000.0,2000.0,Diesel,Automatic,4300.0,16,14375.0
Land Rover,Range Rover,2005,SUV,2100.0,4400.0,Metan/Propan,Automatic,9600.0,17,123.52941176470588
Volkswagen,Passat,2004,Universal,282500.0,1900.0,Diesel,Manual,4500.0,18,15694.444444444445
Mercedes,E Class,2004,Sedan,266000.0,2200.0,Diesel,Automatic,7500.0,18,14777.777777777777
Chevrolet,Rare,2009,Sedan,130000.0,2000.0,Petrol,Manual,5000.0,13,10000.0
Audi,A8,2007,Sedan,300000.0,4200.0,Diesel,Automatic,7500.0,15,20000.0
Renault,Megane,2009,Universal,230000.0,1500.0,Diesel,Manual,5300.0,13,17692.30769230769
Mercedes,C Class,1995,Sedan,400000.0,1800.0,Petrol,Manual,1995.0,27,14814.814814814816
Opel,Astra,1996,Universal,415000.0,1400.0,Metan/Propan,Manual,1100.0,26,15961.538461538461
Nissan,Rare,1992,Sedan,30000.0,1400.0,Metan/Propan,Manual,1150.0,30,1000.0
BMW,Rare,2016,Minivan,215000.0,1500.0,Diesel,Automatic,14000.0,6,35833.333333333336
Honda,Accord,1999,Sedan,250000.0,2000.0,Petrol,Manual,2650.0,23,10869.565217391304
Mitsubishi,Lancer,1996,Sedan,311000.0,1400.0,Metan/Propan,Automatic,1350.0,26,11961.538461538461
Mercedes,E Class,2014,Sedan,149000.0,2000.0,Petrol,Automatic,16500.0,8,18625.0
Jeep,Rare,2002,Sedan,3000.0,2700.0,Diesel,Automatic,4600.0,20,150.0
Seat,Rare,2009,Microvan,128000.0,1600.0,Petrol,Manual,4500.0,13,9846.153846153846
Toyota,Auris,2014,Universal,180000.0,1800.0,Hybrid,Automatic,10200.0,8,22500.0
Mercedes,E Class,2010,Sedan,240000.0,2146.0,Diesel,Automatic,13200.0,12,20000.0
Volkswagen,Golf,2001,Universal,400000.0,1900.0,Diesel,Manual,1800.0,21,19047.619047619046
Skoda,Fabia,2009,Universal,252000.0,1400.0,Diesel,Manual,4000.0,13,19384.615384615383
